"","no","date","tank","block","trt","order","sync","species","mass_mg","doy","timetoemerge"
"1049",1058,2019-07-13,7,1,"late_high","late","high","hyla",135.4,194,89
"1050",1059,2019-07-13,10,1,"cont_high","cont","high","hyla",198.8,194,89
"1051",1060,2019-07-13,23,3,"late_low","late","low","hyla",170.1,194,89
"1052",1061,2019-07-13,34,4,"same_high","same","high","hyla",210.7,194,89
"1053",1062,2019-07-13,39,4,"late_med","late","med","hyla",251.4,194,89
"1054",1063,2019-07-13,39,4,"late_med","late","med","hyla",197.8,194,89
"1055",1064,2019-07-13,44,5,"same_high","same","high","hyla",205.1,194,89
"1056",1065,2019-07-13,44,5,"same_high","same","high","hyla",232,194,89
"1057",1066,2019-07-13,45,5,"late_low","late","low","hyla",212.5,194,89
"1058",1067,2019-07-13,54,6,"same_high","same","high","hyla",152.5,194,89
"1059",1068,2019-07-13,56,6,"late_high","late","high","hyla",NA,194,89
"1060",1069,2019-07-13,59,6,"late_low","late","low","hyla",167.8,194,89
"1061",1070,2019-07-13,59,6,"late_low","late","low","hyla",215,194,89
"1062",1071,2019-07-14,2,1,"early_med","early","med","hyla",160.6,195,90
"1063",1072,2019-07-14,2,1,"early_med","early","med","hyla",236.9,195,90
"1064",1073,2019-07-14,5,1,"same_med","same","med","hyla",157.9,195,90
"1065",1074,2019-07-14,6,1,"same_low","same","low","hyla",190.8,195,90
"1066",1075,2019-07-14,7,1,"late_high","late","high","hyla",180,195,90
"1067",1076,2019-07-14,7,1,"late_high","late","high","hyla",159.9,195,90
"1068",1077,2019-07-14,7,1,"late_high","late","high","hyla",182.8,195,90
"1069",1078,2019-07-14,13,2,"early_low","early","low","hyla",208.5,195,90
"1070",1079,2019-07-14,18,2,"late_high","late","high","hyla",157.9,195,90
"1071",1080,2019-07-14,19,2,"late_low","late","low","hyla",212.7,195,90
"1072",1081,2019-07-14,35,4,"same_med","same","med","hyla",183.3,195,90
"1073",1082,2019-07-14,38,4,"early_med","early","med","hyla",184.1,195,90
"1074",1083,2019-07-14,39,4,"late_med","late","med","hyla",183.1,195,90
"1075",1084,2019-07-14,43,5,"same_med","same","med","hyla",226.3,195,90
"1076",1085,2019-07-14,44,5,"same_high","same","high","hyla",196.6,195,90
"1077",1086,2019-07-14,45,5,"late_low","late","low","hyla",187.7,195,90
"1078",1087,2019-07-14,51,6,"late_med","late","med","hyla",290,195,90
"1079",1088,2019-07-14,56,6,"late_high","late","high","hyla",179.2,195,90
"1080",1089,2019-07-15,5,1,"same_med","same","med","hyla",184,196,91
"1081",1090,2019-07-15,6,1,"same_low","same","low","hyla",169.5,196,91
"1082",1091,2019-07-15,11,2,"early_med","early","med","hyla",189.8,196,91
"1083",1092,2019-07-15,11,2,"early_med","early","med","hyla",203.2,196,91
"1084",1093,2019-07-15,14,2,"same_med","same","med","hyla",191.9,196,91
"1085",1094,2019-07-15,18,2,"late_high","late","high","hyla",171.5,196,91
"1086",1095,2019-07-15,34,4,"same_high","same","high","hyla",215.2,196,91
"1087",1096,2019-07-15,39,4,"late_med","late","med","hyla",216.8,196,91
"1088",1097,2019-07-15,41,5,"late_high","late","high","hyla",172.4,196,91
"1089",1098,2019-07-15,45,5,"late_low","late","low","hyla",257.5,196,91
"1090",1099,2019-07-15,54,6,"same_high","same","high","hyla",190.2,196,91
"1091",1100,2019-07-15,56,6,"late_high","late","high","hyla",285.4,196,91
"1092",1101,2019-07-15,56,6,"late_high","late","high","hyla",262.1,196,91
"1093",1102,2019-07-15,58,6,"same_med","same","med","hyla",149,196,91
"1094",1103,2019-07-16,6,1,"same_low","same","low","hyla",150.3,197,92
"1095",1104,2019-07-16,11,2,"early_med","early","med","hyla",211.1,197,92
"1096",1105,2019-07-16,13,2,"early_low","early","low","hyla",210.7,197,92
"1097",1106,2019-07-16,14,2,"same_med","same","med","hyla",193.1,197,92
"1098",1107,2019-07-16,14,2,"same_med","same","med","hyla",205.1,197,92
"1099",1108,2019-07-16,34,4,"same_high","same","high","hyla",203.8,197,92
"1100",1109,2019-07-16,43,5,"same_med","same","med","hyla",130.6,197,92
"1101",1110,2019-07-16,43,5,"same_med","same","med","hyla",156.3,197,92
"1102",1111,2019-07-16,45,5,"late_low","late","low","hyla",261.1,197,92
"1103",1112,2019-07-16,45,5,"late_low","late","low","hyla",272.5,197,92
"1104",1113,2019-07-16,56,6,"late_high","late","high","hyla",228.1,197,92
"1105",1114,2019-07-16,59,6,"late_low","late","low","hyla",172.3,197,92
"1106",1115,2019-07-17,7,1,"late_high","late","high","hyla",154.8,198,93
"1107",1116,2019-07-17,7,1,"late_high","late","high","hyla",167.6,198,93
"1108",1117,2019-07-17,7,1,"late_high","late","high","hyla",132.8,198,93
"1109",1118,2019-07-17,14,2,"same_med","same","med","hyla",198.4,198,93
"1110",1119,2019-07-17,19,2,"late_low","late","low","hyla",219.6,198,93
"1111",1120,2019-07-17,35,4,"same_med","same","med","hyla",249.8,198,93
"1112",1121,2019-07-17,43,5,"same_med","same","med","hyla",157.5,198,93
"1113",1122,2019-07-17,44,5,"same_high","same","high","hyla",158.8,198,93
"1114",1123,2019-07-17,45,5,"late_low","late","low","hyla",216.9,198,93
"1115",1124,2019-07-17,51,6,"late_med","late","med","hyla",269.8,198,93
"1116",1125,2019-07-17,56,6,"late_high","late","high","hyla",225.3,198,93
"1117",1126,2019-07-18,1,1,"early_high","early","high","hyla",233.7,199,94
"1118",1127,2019-07-18,10,1,"cont_high","cont","high","hyla",208,199,94
"1119",1128,2019-07-18,18,2,"late_high","late","high","hyla",144.9,199,94
"1120",1129,2019-07-18,19,2,"late_low","late","low","hyla",222.9,199,94
"1121",1130,2019-07-18,45,5,"late_low","late","low","hyla",201.7,199,94
"1122",1131,2019-07-19,1,1,"early_high","early","high","hyla",202.4,200,95
"1123",1132,2019-07-19,11,2,"early_med","early","med","hyla",202.6,200,95
"1124",1133,2019-07-19,11,2,"early_med","early","med","hyla",217.9,200,95
"1125",1134,2019-07-19,13,2,"early_low","early","low","hyla",252.2,200,95
"1126",1135,2019-07-19,13,2,"early_low","early","low","hyla",303.9,200,95
"1127",1136,2019-07-19,34,4,"same_high","same","high","hyla",189.4,200,95
"1128",1137,2019-07-19,34,4,"same_high","same","high","hyla",161.2,200,95
"1129",1138,2019-07-19,44,5,"same_high","same","high","hyla",154.2,200,95
"1130",1139,2019-07-19,54,6,"same_high","same","high","hyla",159.5,200,95
"1131",1140,2019-07-19,56,6,"late_high","late","high","hyla",218.6,200,95
"1132",1141,2019-07-20,10,1,"cont_high","cont","high","hyla",162.9,201,96
"1133",1142,2019-07-20,17,2,"same_high","same","high","hyla",151.2,201,96
"1134",1143,2019-07-20,43,5,"same_med","same","med","hyla",177.8,201,96
"1135",1144,2019-07-21,5,1,"same_med","same","med","hyla",146.1,202,97
"1136",1145,2019-07-21,7,1,"late_high","late","high","hyla",159.2,202,97
"1137",1146,2019-07-21,11,2,"early_med","early","med","hyla",213.7,202,97
"1138",1147,2019-07-21,11,2,"early_med","early","med","hyla",225.8,202,97
"1139",1148,2019-07-21,19,2,"late_low","late","low","hyla",179.1,202,97
"1140",1149,2019-07-21,21,3,"same_med","same","med","hyla",229.9,202,97
"1141",1150,2019-07-21,43,5,"same_med","same","med","hyla",165.3,202,97
"1142",1151,2019-07-21,43,5,"same_med","same","med","hyla",212.7,202,97
"1143",1152,2019-07-21,44,5,"same_high","same","high","hyla",178.8,202,97
"1144",1153,2019-07-21,45,5,"late_low","late","low","hyla",272.2,202,97
"1145",1154,2019-07-21,56,6,"late_high","late","high","hyla",226.7,202,97
"1146",1155,2019-07-21,56,6,"late_high","late","high","hyla",256,202,97
"1147",1156,2019-07-22,1,1,"early_high","early","high","hyla",249.5,203,98
"1148",1157,2019-07-22,14,2,"same_med","same","med","hyla",191.6,203,98
"1149",1158,2019-07-22,19,2,"late_low","late","low","hyla",206.6,203,98
"1150",1159,2019-07-22,19,2,"late_low","late","low","hyla",206.3,203,98
"1151",1160,2019-07-22,41,5,"late_high","late","high","hyla",189.1,203,98
"1152",1161,2019-07-24,1,1,"early_high","early","high","hyla",204,205,100
"1153",1162,2019-07-24,2,1,"early_med","early","med","hyla",NA,205,100
"1154",1163,2019-07-24,10,1,"cont_high","cont","high","hyla",228.1,205,100
"1155",1164,2019-07-24,13,2,"early_low","early","low","hyla",382.1,205,100
"1156",1165,2019-07-24,19,2,"late_low","late","low","hyla",250.4,205,100
"1157",1166,2019-07-24,34,4,"same_high","same","high","hyla",NA,205,100
"1158",1167,2019-07-24,59,6,"late_low","late","low","hyla",239.9,205,100
"1159",1168,2019-07-25,4,1,"same_high","same","high","hyla",NA,206,101
"1160",1169,2019-07-25,8,1,"late_med","late","med","hyla",162.8,206,101
"1161",1170,2019-07-25,11,2,"early_med","early","med","hyla",271.5,206,101
"1162",1171,2019-07-25,17,2,"same_high","same","high","hyla",230.5,206,101
"1163",1172,2019-07-25,28,3,"late_high","late","high","hyla",NA,206,101
"1164",1173,2019-07-26,1,1,"early_high","early","high","hyla",208.9,207,102
"1165",1174,2019-07-26,7,1,"late_high","late","high","hyla",156.6,207,102
"1166",1175,2019-07-26,7,1,"late_high","late","high","hyla",194.7,207,102
"1167",1176,2019-07-26,10,1,"cont_high","cont","high","hyla",195.7,207,102
"1168",1177,2019-07-26,17,2,"same_high","same","high","hyla",188.1,207,102
"1169",1178,2019-07-26,19,2,"late_low","late","low","hyla",206.4,207,102
"1170",1179,2019-07-26,19,2,"late_low","late","low","hyla",275.5,207,102
"1171",1180,2019-07-26,54,6,"same_high","same","high","hyla",211.4,207,102
"1172",1181,2019-07-26,56,6,"late_high","late","high","hyla",295.9,207,102
"1173",1182,2019-07-27,10,1,"cont_high","cont","high","hyla",197.3,208,103
"1174",1183,2019-07-27,19,2,"late_low","late","low","hyla",274.9,208,103
"1175",1184,2019-07-27,19,2,"late_low","late","low","hyla",239.9,208,103
"1176",1185,2019-07-27,27,3,"late_med","late","med","hyla",211.3,208,103
"1177",1186,2019-07-28,5,1,"same_med","same","med","hyla",169.7,209,104
"1178",1187,2019-07-28,11,2,"early_med","early","med","hyla",NA,209,104
"1179",1188,2019-07-28,11,2,"early_med","early","med","hyla",236.1,209,104
"1180",1189,2019-07-28,18,2,"late_high","late","high","hyla",140.2,209,104
"1181",1190,2019-07-28,19,2,"late_low","late","low","hyla",212.5,209,104
"1182",1191,2019-07-28,28,3,"late_high","late","high","hyla",246.3,209,104
"1183",1192,2019-07-28,36,4,"late_high","late","high","hyla",205.2,209,104
"1184",1194,2019-07-29,11,2,"early_med","early","med","hyla",257.2,210,105
"1185",1195,2019-07-29,14,2,"same_med","same","med","hyla",233.9,210,105
"1186",1196,2019-07-29,18,2,"late_high","late","high","hyla",NA,210,105
"1187",1197,2019-07-29,19,2,"late_low","late","low","hyla",216.5,210,105
"1188",1198,2019-07-30,4,1,"same_high","same","high","hyla",NA,211,106
"1189",1199,2019-07-30,9,1,"late_low","late","low","hyla",215.1,211,106
"1190",1200,2019-07-30,41,5,"late_high","late","high","hyla",187.5,211,106
"1191",1201,2019-07-30,56,6,"late_high","late","high","hyla",267.3,211,106
"1192",1202,2019-07-30,58,6,"same_med","same","med","hyla",161.1,211,106
"1193",1203,2019-07-31,1,1,"early_high","early","high","hyla",249.1,212,107
"1194",1204,2019-07-31,5,1,"same_med","same","med","hyla",145.4,212,107
"1195",1205,2019-07-31,11,2,"early_med","early","med","hyla",209.6,212,107
"1196",1206,2019-07-31,27,3,"late_med","late","med","hyla",NA,212,107
"1197",1207,2019-07-31,41,5,"late_high","late","high","hyla",155.6,212,107
"1198",1209,2019-08-01,1,1,"early_high","early","high","hyla",220.3,213,108
"1199",1210,2019-08-01,7,1,"late_high","late","high","hyla",185.1,213,108
"1200",1211,2019-08-01,11,2,"early_med","early","med","hyla",269.8,213,108
"1201",1212,2019-08-01,16,2,"late_med","late","med","hyla",NA,213,108
"1202",1213,2019-08-01,28,3,"late_high","late","high","hyla",221.1,213,108
"1203",1214,2019-08-01,41,5,"late_high","late","high","hyla",201.6,213,108
"1204",1215,2019-08-01,49,5,"late_med","late","med","hyla",182.9,213,108
"1205",1216,2019-08-02,2,1,"early_med","early","med","hyla",211.8,214,109
"1206",1217,2019-08-02,7,1,"late_high","late","high","hyla",153.3,214,109
"1207",1218,2019-08-02,8,1,"late_med","late","med","hyla",207.2,214,109
"1208",1219,2019-08-02,9,1,"late_low","late","low","hyla",235.5,214,109
"1209",1220,2019-08-02,11,2,"early_med","early","med","hyla",326.6,214,109
"1210",1221,2019-08-02,17,2,"same_high","same","high","hyla",188.2,214,109
"1211",1222,2019-08-02,19,2,"late_low","late","low","hyla",NA,214,109
"1212",1223,2019-08-02,19,2,"late_low","late","low","hyla",282,214,109
"1213",1224,2019-08-02,28,3,"late_high","late","high","hyla",194.5,214,109
"1214",1225,2019-08-02,47,5,"same_low","same","low","hyla",246.6,214,109
"1215",1226,2019-08-03,10,1,"cont_high","cont","high","hyla",226.5,215,110
"1216",1227,2019-08-03,11,2,"early_med","early","med","hyla",384.5,215,110
"1217",1228,2019-08-03,11,2,"early_med","early","med","hyla",236.6,215,110
"1218",1229,2019-08-03,13,2,"early_low","early","low","hyla",307.1,215,110
"1219",1230,2019-08-03,14,2,"same_med","same","med","hyla",140.8,215,110
"1220",1231,2019-08-03,18,2,"late_high","late","high","hyla",230.7,215,110
"1221",1232,2019-08-03,21,3,"same_med","same","med","hyla",256,215,110
"1222",1233,2019-08-03,56,6,"late_high","late","high","hyla",293.6,215,110
"1223",1234,2019-08-04,2,1,"early_med","early","med","hyla",199.6,216,111
"1224",1235,2019-08-04,9,1,"late_low","late","low","hyla",251,216,111
"1225",1236,2019-08-04,11,2,"early_med","early","med","hyla",310.7,216,111
"1226",1237,2019-08-04,14,2,"same_med","same","med","hyla",218.4,216,111
"1227",1238,2019-08-04,27,3,"late_med","late","med","hyla",305.2,216,111
"1228",1239,2019-08-04,35,4,"same_med","same","med","hyla",184.6,216,111
"1229",1240,2019-08-04,36,4,"late_high","late","high","hyla",233.4,216,111
"1230",1241,2019-08-04,36,4,"late_high","late","high","hyla",229.1,216,111
"1231",1242,2019-08-04,36,4,"late_high","late","high","hyla",NA,216,111
"1232",1243,2019-08-04,49,5,"late_med","late","med","hyla",152.9,216,111
"1233",1244,2019-08-04,49,5,"late_med","late","med","hyla",210.5,216,111
"1234",1245,2019-08-05,19,2,"late_low","late","low","hyla",340.4,217,112
"1235",1246,2019-08-05,35,4,"same_med","same","med","hyla",276.7,217,112
"1236",1247,2019-08-05,36,4,"late_high","late","high","hyla",213.6,217,112
"1237",1249,2019-08-06,1,1,"early_high","early","high","hyla",263.3,218,113
"1238",1250,2019-08-06,2,1,"early_med","early","med","hyla",257.8,218,113
"1239",1251,2019-08-06,5,1,"same_med","same","med","hyla",180.2,218,113
"1240",1252,2019-08-06,5,1,"same_med","same","med","hyla",364.9,218,113
"1241",1253,2019-08-06,6,1,"same_low","same","low","hyla",212.6,218,113
"1242",1254,2019-08-06,8,1,"late_med","late","med","hyla",254.6,218,113
"1243",1255,2019-08-06,8,1,"late_med","late","med","hyla",222.1,218,113
"1244",1256,2019-08-06,9,1,"late_low","late","low","hyla",272.2,218,113
"1245",1257,2019-08-06,15,2,"early_high","early","high","hyla",181.5,218,113
"1246",1258,2019-08-06,17,2,"same_high","same","high","hyla",267.2,218,113
"1247",1259,2019-08-06,35,4,"same_med","same","med","hyla",209.1,218,113
"1248",1260,2019-08-06,36,4,"late_high","late","high","hyla",245.7,218,113
"1249",1261,2019-08-06,36,4,"late_high","late","high","hyla",253,218,113
"1250",1262,2019-08-07,4,1,"same_high","same","high","hyla",250.6,219,114
"1251",1263,2019-08-07,9,1,"late_low","late","low","hyla",258.3,219,114
"1252",1264,2019-08-07,14,2,"same_med","same","med","hyla",170.1,219,114
"1253",1265,2019-08-07,14,2,"same_med","same","med","hyla",236.5,219,114
"1254",1266,2019-08-07,36,4,"late_high","late","high","hyla",295.6,219,114
"1255",1267,2019-08-07,56,6,"late_high","late","high","hyla",320.7,219,114
"1256",1268,2019-08-08,5,1,"same_med","same","med","hyla",NA,220,115
"1257",1269,2019-08-08,7,1,"late_high","late","high","hyla",176.8,220,115
"1258",1270,2019-08-08,8,1,"late_med","late","med","hyla",255.2,220,115
"1259",1271,2019-08-08,17,2,"same_high","same","high","hyla",262.2,220,115
"1260",1272,2019-08-08,18,2,"late_high","late","high","hyla",275.4,220,115
"1261",1273,2019-08-08,49,5,"late_med","late","med","hyla",195.8,220,115
"1262",1274,2019-08-08,56,6,"late_high","late","high","hyla",248.8,220,115
"1263",1275,2019-08-09,4,1,"same_high","same","high","hyla",227.9,221,116
"1264",1276,2019-08-09,7,1,"late_high","late","high","hyla",196.5,221,116
"1265",1277,2019-08-09,10,1,"cont_high","cont","high","hyla",242.6,221,116
"1266",1278,2019-08-09,12,2,"same_low","same","low","hyla",232.8,221,116
"1267",1279,2019-08-09,17,2,"same_high","same","high","hyla",226.1,221,116
"1268",1280,2019-08-09,27,3,"late_med","late","med","hyla",280.3,221,116
"1269",1281,2019-08-10,1,1,"early_high","early","high","hyla",231.5,222,117
"1270",1282,2019-08-10,2,1,"early_med","early","med","hyla",214.5,222,117
"1271",1283,2019-08-10,5,1,"same_med","same","med","hyla",204.2,222,117
"1272",1284,2019-08-10,5,1,"same_med","same","med","hyla",183.6,222,117
"1273",1285,2019-08-10,7,1,"late_high","late","high","hyla",193.3,222,117
"1274",1286,2019-08-10,8,1,"late_med","late","med","hyla",234.1,222,117
"1275",1287,2019-08-10,17,2,"same_high","same","high","hyla",167.7,222,117
"1276",1288,2019-08-10,49,5,"late_med","late","med","hyla",188.3,222,117
"1277",1289,2019-08-11,8,1,"late_med","late","med","hyla",NA,223,118
"1278",1290,2019-08-11,16,2,"late_med","late","med","hyla",NA,223,118
"1279",1291,2019-08-11,17,2,"same_high","same","high","hyla",NA,223,118
"1280",1292,2019-08-11,19,2,"late_low","late","low","hyla",NA,223,118
"1281",1293,2019-08-11,31,4,"late_low","late","low","hyla",155,223,118
"1282",1294,2019-08-11,36,4,"late_high","late","high","hyla",190.3,223,118
"1283",1295,2019-08-11,41,5,"late_high","late","high","hyla",NA,223,118
"1284",1296,2019-08-11,43,5,"same_med","same","med","hyla",222.6,223,118
"1285",1297,2019-08-11,49,5,"late_med","late","med","hyla",NA,223,118
"1286",1298,2019-08-11,49,5,"late_med","late","med","hyla",164.6,223,118
"1287",1299,2019-08-12,1,1,"early_high","early","high","hyla",241.3,224,119
"1288",1300,2019-08-12,9,1,"late_low","late","low","hyla",158.5,224,119
"1289",1301,2019-08-12,17,2,"same_high","same","high","hyla",NA,224,119
"1290",1302,2019-08-12,17,2,"same_high","same","high","hyla",155.5,224,119
"1291",1303,2019-08-12,19,2,"late_low","late","low","hyla",285.4,224,119
"1292",1304,2019-08-12,19,2,"late_low","late","low","hyla",212.8,224,119
"1293",1305,2019-08-12,31,4,"late_low","late","low","hyla",224.2,224,119
"1294",1306,2019-08-12,36,4,"late_high","late","high","hyla",235.7,224,119
"1295",1307,2019-08-12,36,4,"late_high","late","high","hyla",230.7,224,119
"1296",1308,2019-08-12,41,5,"late_high","late","high","hyla",214.6,224,119
"1297",1309,2019-08-13,1,1,"early_high","early","high","hyla",318.6,225,120
"1298",1310,2019-08-13,16,2,"late_med","late","med","hyla",199,225,120
"1299",1311,2019-08-13,31,4,"late_low","late","low","hyla",201.2,225,120
"1300",1312,2019-08-13,36,4,"late_high","late","high","hyla",NA,225,120
"1301",1313,2019-08-14,5,1,"same_med","same","med","hyla",191.7,226,121
"1302",1314,2019-08-14,17,2,"same_high","same","high","hyla",184.3,226,121
"1303",1315,2019-08-14,21,3,"same_med","same","med","hyla",274.3,226,121
"1304",1316,2019-08-14,36,4,"late_high","late","high","hyla",NA,226,121
"1305",1317,2019-08-15,8,1,"late_med","late","med","hyla",208,227,122
"1306",1318,2019-08-15,8,1,"late_med","late","med","hyla",201.7,227,122
"1307",1319,2019-08-15,9,1,"late_low","late","low","hyla",196.3,227,122
"1308",1320,2019-08-15,16,2,"late_med","late","med","hyla",180,227,122
"1309",1321,2019-08-15,23,3,"late_low","late","low","hyla",231.7,227,122
"1310",1322,2019-08-15,27,3,"late_med","late","med","hyla",347.4,227,122
"1311",1323,2019-08-15,38,4,"early_med","early","med","hyla",269.2,227,122
"1312",1324,2019-08-15,41,5,"late_high","late","high","hyla",209.7,227,122
"1313",1325,2019-08-15,41,5,"late_high","late","high","hyla",189,227,122
"1314",1326,2019-08-16,7,1,"late_high","late","high","hyla",234.3,228,123
"1315",1327,2019-08-16,9,1,"late_low","late","low","hyla",182.5,228,123
"1316",1328,2019-08-16,14,2,"same_med","same","med","hyla",209.9,228,123
"1317",1329,2019-08-16,14,2,"same_med","same","med","hyla",231.9,228,123
"1318",1330,2019-08-16,18,2,"late_high","late","high","hyla",145.9,228,123
"1319",1331,2019-08-16,31,4,"late_low","late","low","hyla",239.1,228,123
"1320",1332,2019-08-16,32,4,"same_low","same","low","hyla",173.3,228,123
"1321",1333,2019-08-16,49,5,"late_med","late","med","hyla",155.3,228,123
"1322",1334,2019-08-17,8,1,"late_med","late","med","hyla",238,229,124
"1323",1335,2019-08-17,8,1,"late_med","late","med","hyla",268.6,229,124
"1324",1336,2019-08-17,41,5,"late_high","late","high","hyla",180.2,229,124
"1325",1337,2019-08-17,49,5,"late_med","late","med","hyla",164.4,229,124
"1326",1338,2019-08-18,7,1,"late_high","late","high","hyla",205.8,230,125
"1327",1339,2019-08-18,8,1,"late_med","late","med","hyla",193.7,230,125
"1328",1340,2019-08-18,14,2,"same_med","same","med","hyla",172.5,230,125
"1329",1341,2019-08-18,39,4,"late_med","late","med","hyla",149.4,230,125
"1330",1342,2019-08-19,2,1,"early_med","early","med","hyla",NA,231,126
"1331",1343,2019-08-19,7,1,"late_high","late","high","hyla",180.7,231,126
"1332",1344,2019-08-19,7,1,"late_high","late","high","hyla",209.6,231,126
"1333",1345,2019-08-19,8,1,"late_med","late","med","hyla",216.6,231,126
"1334",1346,2019-08-19,49,5,"late_med","late","med","hyla",228.5,231,126
"1335",1347,2019-08-20,7,1,"late_high","late","high","hyla",255,232,127
"1336",1348,2019-08-20,41,5,"late_high","late","high","hyla",195.4,232,127
"1337",1349,2019-08-21,4,1,"same_high","same","high","hyla",169.2,233,128
"1338",1350,2019-08-21,4,1,"same_high","same","high","hyla",166.8,233,128
"1339",1351,2019-08-21,18,2,"late_high","late","high","hyla",190.7,233,128
"1340",1352,2019-08-21,19,2,"late_low","late","low","hyla",NA,233,128
"1341",1353,2019-08-21,19,2,"late_low","late","low","hyla",210.2,233,128
"1342",1354,2019-08-21,21,3,"same_med","same","med","hyla",257,233,128
"1343",1355,2019-08-21,22,3,"same_high","same","high","hyla",167.7,233,128
"1344",1356,2019-08-21,41,5,"late_high","late","high","hyla",219.5,233,128
"1345",1357,2019-08-22,31,4,"late_low","late","low","hyla",182.9,234,129
"1346",1358,2019-08-23,1,1,"early_high","early","high","hyla",231.5,235,130
"1347",1359,2019-08-23,15,2,"early_high","early","high","hyla",NA,235,130
"1348",1360,2019-08-23,49,5,"late_med","late","med","hyla",NA,235,130
"1349",1363,2019-08-26,4,1,"same_high","same","high","hyla",211.7,238,133
"1350",1364,2019-08-26,15,2,"early_high","early","high","hyla",243,238,133
"1351",1365,2019-08-26,31,4,"late_low","late","low","hyla",247.7,238,133
"1352",1367,2019-08-27,7,1,"late_high","late","high","hyla",232.4,239,134
"1353",1368,2019-08-27,21,3,"same_med","same","med","hyla",211.4,239,134
"1354",1369,2019-08-27,31,4,"late_low","late","low","hyla",240.4,239,134
"1355",1370,2019-08-28,8,1,"late_med","late","med","hyla",NA,240,135
"1356",1371,2019-08-29,5,1,"same_med","same","med","hyla",201.8,241,136
"1357",1372,2019-08-29,27,3,"late_med","late","med","hyla",375,241,136
"1358",1373,2019-08-29,27,3,"late_med","late","med","hyla",NA,241,136
"1359",1374,2019-08-29,41,5,"late_high","late","high","hyla",244.4,241,136
"1360",1375,2019-08-30,31,4,"late_low","late","low","hyla",236,242,137
"1361",1376,2019-08-31,1,1,"early_high","early","high","hyla",186.6,243,138
"1362",1377,2019-08-31,27,3,"late_med","late","med","hyla",427,243,138
"1363",1378,2019-09-01,31,4,"late_low","late","low","hyla",231.1,244,139
"1364",1380,2019-09-02,5,1,"same_med","same","med","hyla",230.5,245,140
"1365",1381,2019-09-02,8,1,"late_med","late","med","hyla",205.4,245,140
"1366",1382,2019-09-04,4,1,"same_high","same","high","hyla",238.7,247,142
"1367",1383,2019-09-04,8,1,"late_med","late","med","hyla",239.8,247,142
"1368",1384,2019-09-04,8,1,"late_med","late","med","hyla",227.2,247,142
"1369",1385,2019-09-04,15,2,"early_high","early","high","hyla",240.6,247,142
"1370",1386,2019-09-04,22,3,"same_high","same","high","hyla",125.9,247,142
"1371",1387,2019-09-04,28,3,"late_high","late","high","hyla",178.3,247,142
"1372",1388,2019-09-04,44,5,"same_high","same","high","hyla",226.3,247,142
"1373",1389,2019-09-05,4,1,"same_high","same","high","hyla",192.1,248,143
"1374",1390,2019-09-05,34,4,"same_high","same","high","hyla",348.6,248,143
"1375",1391,2019-09-06,4,1,"same_high","same","high","hyla",233.7,249,144
"1376",1392,2019-09-06,34,4,"same_high","same","high","hyla",234.4,249,144
"1377",1393,2019-09-06,59,6,"late_low","late","low","hyla",217.8,249,144
"1378",1394,2019-09-06,59,6,"late_low","late","low","hyla",321.9,249,144
"1379",1395,2019-09-07,23,3,"late_low","late","low","hyla",226.8,250,145
"1380",1396,2019-09-07,59,6,"late_low","late","low","hyla",427.7,250,145
"1381",1397,2019-09-10,16,2,"late_med","late","med","hyla",212.7,253,148
"1382",1398,2019-09-10,28,3,"late_high","late","high","hyla",247.8,253,148
"1383",1399,2019-09-10,36,4,"late_high","late","high","hyla",218.3,253,148
"1384",1400,2019-09-11,34,4,"same_high","same","high","hyla",245,254,149
"1385",1401,2019-09-11,54,6,"same_high","same","high","hyla",179.4,254,149
"1386",1402,2019-09-12,8,1,"late_med","late","med","hyla",192.1,255,150
"1387",1403,2019-09-12,49,5,"late_med","late","med","hyla",198.2,255,150
"1388",1404,2019-09-14,28,3,"late_high","late","high","hyla",197.1,257,152
