no,date,tank,block,trt,order,sync,species,mass_mg
936,5-Jul,43,5,same_med,same,med,hyla,227.5
937,5-Jul,45,5,late_low,late,low,hyla,209.3
938,5-Jul,45,5,late_low,late,low,hyla,189.4
939,5-Jul,49,5,late_med,late,med,hyla,158.9
940,5-Jul,56,6,late_high,late,high,hyla,272.8
941,5-Jul,57,6,same_low,same,low,hyla,222.5
942,6-Jul,14,2,same_med,same,med,hyla,NA
943,6-Jul,18,2,late_high,late,high,hyla,178
944,6-Jul,18,2,late_high,late,high,hyla,176.4
945,7-Jul,2,1,early_med,early,med,hyla,151.5
946,7-Jul,6,1,same_low,same,low,hyla,215.9
947,7-Jul,18,2,late_high,late,high,hyla,158.8
948,7-Jul,25,3,same_low,same,low,hyla,184.9
950,7-Jul,39,4,late_med,late,med,hyla,229.3
951,7-Jul,43,5,same_med,same,med,hyla,224.5
952,7-Jul,44,5,same_high,same,high,hyla,197.5
953,7-Jul,45,5,late_low,late,low,hyla,199.5
954,7-Jul,54,6,same_high,same,high,hyla,148.1
955,7-Jul,55,6,early_low,early,low,hyla,278.5
956,7-Jul,56,6,late_high,late,high,hyla,298.1
957,7-Jul,56,6,late_high,late,high,hyla,187.2
958,7-Jul,56,6,late_high,late,high,hyla,206.5
959,8-Jul,2,1,early_med,early,med,hyla,188.6
960,8-Jul,5,1,same_med,same,med,hyla,215.4
961,8-Jul,11,2,early_med,early,med,hyla,198.6
962,8-Jul,11,2,early_med,early,med,hyla,158.3
963,8-Jul,11,2,early_med,early,med,hyla,213.4
964,8-Jul,11,2,early_med,early,med,hyla,211.3
965,8-Jul,13,2,early_low,early,low,hyla,207.2
966,8-Jul,13,2,early_low,early,low,hyla,197.9
967,8-Jul,14,2,same_med,same,med,hyla,154.6
968,8-Jul,16,2,late_med,late,med,hyla,120.3
969,8-Jul,17,2,same_high,same,high,hyla,225.2
970,8-Jul,38,4,early_med,early,med,hyla,166.6
971,8-Jul,39,4,late_med,late,med,hyla,226.5
972,8-Jul,43,5,same_med,same,med,hyla,227.7
973,8-Jul,53,6,early_med,early,med,hyla,206.9
974,8-Jul,56,6,late_high,late,high,hyla,225.9
975,9-Jul,10,1,cont_high,cont,high,hyla,213.6
976,9-Jul,11,2,early_med,early,med,hyla,207.9
977,9-Jul,13,2,early_low,early,low,hyla,198.8
978,9-Jul,13,2,early_low,early,low,hyla,253.9
979,9-Jul,14,2,same_med,same,med,hyla,199.9
980,9-Jul,17,2,same_high,same,high,hyla,127.2
981,9-Jul,19,2,late_low,late,low,hyla,220.5
982,9-Jul,23,3,late_low,late,low,hyla,214.8
983,9-Jul,24,3,early_med,early,med,hyla,198.2
984,9-Jul,38,4,early_med,early,med,hyla,232.4
985,9-Jul,39,4,late_med,late,med,hyla,251.8
986,9-Jul,39,4,late_med,late,med,hyla,263.3
987,9-Jul,39,4,late_med,late,med,hyla,255.2
988,9-Jul,43,5,same_med,same,med,hyla,247.4
989,9-Jul,43,5,same_med,same,med,hyla,312
990,9-Jul,43,5,same_med,same,med,hyla,222.7
991,9-Jul,43,5,same_med,same,med,hyla,212
992,9-Jul,53,6,early_med,early,med,hyla,181.1
993,9-Jul,54,6,same_high,same,high,hyla,225.6
994,9-Jul,56,6,late_high,late,high,hyla,209
995,9-Jul,58,6,same_med,same,med,hyla,143.2
996,10-Jul,5,1,same_med,same,med,hyla,190.3
997,10-Jul,12,2,same_low,same,low,hyla,201.4
998,10-Jul,16,2,late_med,late,med,hyla,175.9
999,10-Jul,23,3,late_low,late,low,hyla,199.4
1000,10-Jul,32,4,same_low,same,low,hyla,203.2
1001,10-Jul,35,4,same_med,same,med,hyla,NA
1002,10-Jul,35,4,same_med,same,med,hyla,229.4
1003,10-Jul,39,4,late_med,late,med,hyla,192.5
1004,10-Jul,39,4,late_med,late,med,hyla,220.8
1005,10-Jul,39,4,late_med,late,med,hyla,238.8
1006,10-Jul,44,5,same_high,same,high,hyla,NA
1007,10-Jul,45,5,late_low,late,low,hyla,158.3
1008,10-Jul,46,5,early_high,early,high,hyla,172.5
1009,10-Jul,51,6,late_med,late,med,hyla,141.1
1010,10-Jul,54,6,same_high,same,high,hyla,187.1
1012,11-Jul,6,1,same_low,same,low,hyla,206.6
1013,11-Jul,8,1,late_med,late,med,hyla,175.6
1014,11-Jul,9,1,late_low,late,low,hyla,144.8
1015,11-Jul,14,2,same_med,same,med,hyla,196.4
1016,11-Jul,24,3,early_med,early,med,hyla,196.3
1017,11-Jul,38,4,early_med,early,med,hyla,216.5
1018,11-Jul,39,4,late_med,late,med,hyla,181.8
1019,11-Jul,39,4,late_med,late,med,hyla,225
1020,11-Jul,45,5,late_low,late,low,hyla,180.4
1021,11-Jul,45,5,late_low,late,low,hyla,214.1
1022,11-Jul,54,6,same_high,same,high,hyla,209.2
1023,11-Jul,56,6,late_high,late,high,hyla,251.5
1024,11-Jul,57,6,same_low,same,low,hyla,170.9
1025,12-Jul,1,1,early_high,early,high,hyla,179.2
1026,12-Jul,5,1,same_med,same,med,hyla,175.4
1027,12-Jul,5,1,same_med,same,med,hyla,194.2
1028,12-Jul,10,1,cont_high,cont,high,hyla,155.1
1029,12-Jul,11,2,early_med,early,med,hyla,158.8
1030,12-Jul,12,2,same_low,same,low,hyla,234
1031,12-Jul,13,2,early_low,early,low,hyla,216.3
1032,12-Jul,13,2,early_low,early,low,hyla,230.9
1033,12-Jul,13,2,early_low,early,low,hyla,226
1034,12-Jul,16,2,late_med,late,med,hyla,169.7
1035,12-Jul,19,2,late_low,late,low,hyla,220.4
1036,12-Jul,19,2,late_low,late,low,hyla,178.7
1037,12-Jul,24,3,early_med,early,med,hyla,225.3
1038,12-Jul,24,3,early_med,early,med,hyla,254.6
1039,12-Jul,32,4,same_low,same,low,hyla,190.2
1040,12-Jul,34,4,same_high,same,high,hyla,186.5
1041,12-Jul,34,4,same_high,same,high,hyla,156.5
1042,12-Jul,35,4,same_med,same,med,hyla,166.3
1043,12-Jul,36,4,late_high,late,high,hyla,156.5
1044,12-Jul,37,4,early_high,early,high,hyla,356.7
1045,12-Jul,39,4,late_med,late,med,hyla,226.2
1046,12-Jul,39,4,late_med,late,med,hyla,177.7
1047,12-Jul,43,5,same_med,same,med,hyla,183.1
1048,12-Jul,44,5,same_high,same,high,hyla,225.4
1049,12-Jul,49,5,late_med,late,med,hyla,136.7
1050,12-Jul,52,6,early_high,early,high,hyla,246.9
1051,12-Jul,59,6,late_low,late,low,hyla,168.4
1052,13-Jul,1,1,early_high,early,high,hyla,175.1
1053,13-Jul,1,1,early_high,early,high,hyla,194.6
1054,13-Jul,1,1,early_high,early,high,hyla,183.8
1055,13-Jul,5,1,same_med,same,med,hyla,189.3
1056,13-Jul,7,1,late_high,late,high,hyla,136.7
1057,13-Jul,7,1,late_high,late,high,hyla,153.1
1058,13-Jul,7,1,late_high,late,high,hyla,135.4
1059,13-Jul,10,1,cont_high,cont,high,hyla,198.8
1060,13-Jul,23,3,late_low,late,low,hyla,170.1
1061,13-Jul,34,4,same_high,same,high,hyla,210.7
1062,13-Jul,39,4,late_med,late,med,hyla,251.4
1063,13-Jul,39,4,late_med,late,med,hyla,197.8
1064,13-Jul,44,5,same_high,same,high,hyla,205.1
1065,13-Jul,44,5,same_high,same,high,hyla,232
1066,13-Jul,45,5,late_low,late,low,hyla,212.5
1067,13-Jul,54,6,same_high,same,high,hyla,152.5
1068,13-Jul,56,6,late_high,late,high,hyla,NA
1069,13-Jul,59,6,late_low,late,low,hyla,167.8
1070,13-Jul,59,6,late_low,late,low,hyla,215
1071,14-Jul,2,1,early_med,early,med,hyla,160.6
1072,14-Jul,2,1,early_med,early,med,hyla,236.9
1073,14-Jul,5,1,same_med,same,med,hyla,157.9
1074,14-Jul,6,1,same_low,same,low,hyla,190.8
1075,14-Jul,7,1,late_high,late,high,hyla,180
1076,14-Jul,7,1,late_high,late,high,hyla,159.9
1077,14-Jul,7,1,late_high,late,high,hyla,182.8
1078,14-Jul,13,2,early_low,early,low,hyla,208.5
1079,14-Jul,18,2,late_high,late,high,hyla,157.9
1080,14-Jul,19,2,late_low,late,low,hyla,212.7
1081,14-Jul,35,4,same_med,same,med,hyla,183.3
1082,14-Jul,38,4,early_med,early,med,hyla,184.1
1083,14-Jul,39,4,late_med,late,med,hyla,183.1
1084,14-Jul,43,5,same_med,same,med,hyla,226.3
1085,14-Jul,44,5,same_high,same,high,hyla,196.6
1086,14-Jul,45,5,late_low,late,low,hyla,187.7
1087,14-Jul,51,6,late_med,late,med,hyla,290
1088,14-Jul,56,6,late_high,late,high,hyla,179.2
1089,15-Jul,5,1,same_med,same,med,hyla,184
1090,15-Jul,6,1,same_low,same,low,hyla,169.5
1091,15-Jul,11,2,early_med,early,med,hyla,189.8
1092,15-Jul,11,2,early_med,early,med,hyla,203.2
1093,15-Jul,14,2,same_med,same,med,hyla,191.9
1094,15-Jul,18,2,late_high,late,high,hyla,171.5
1095,15-Jul,34,4,same_high,same,high,hyla,215.2
1096,15-Jul,39,4,late_med,late,med,hyla,216.8
1097,15-Jul,41,5,late_high,late,high,hyla,172.4
1098,15-Jul,45,5,late_low,late,low,hyla,257.5
1099,15-Jul,54,6,same_high,same,high,hyla,190.2
1100,15-Jul,56,6,late_high,late,high,hyla,285.4
1101,15-Jul,56,6,late_high,late,high,hyla,262.1
1102,15-Jul,58,6,same_med,same,med,hyla,149
1103,16-Jul,6,1,same_low,same,low,hyla,150.3
1104,16-Jul,11,2,early_med,early,med,hyla,211.1
1105,16-Jul,13,2,early_low,early,low,hyla,210.7
1106,16-Jul,14,2,same_med,same,med,hyla,193.1
1107,16-Jul,14,2,same_med,same,med,hyla,205.1
1108,16-Jul,34,4,same_high,same,high,hyla,203.8
1109,16-Jul,43,5,same_med,same,med,hyla,130.6
1110,16-Jul,43,5,same_med,same,med,hyla,156.3
1111,16-Jul,45,5,late_low,late,low,hyla,261.1
1112,16-Jul,45,5,late_low,late,low,hyla,272.5
1113,16-Jul,56,6,late_high,late,high,hyla,228.1
1114,16-Jul,59,6,late_low,late,low,hyla,172.3
1115,17-Jul,7,1,late_high,late,high,hyla,154.8
1116,17-Jul,7,1,late_high,late,high,hyla,167.6
1117,17-Jul,7,1,late_high,late,high,hyla,132.8
1118,17-Jul,14,2,same_med,same,med,hyla,198.4
1119,17-Jul,19,2,late_low,late,low,hyla,219.6
1120,17-Jul,35,4,same_med,same,med,hyla,249.8
1121,17-Jul,43,5,same_med,same,med,hyla,157.5
1122,17-Jul,44,5,same_high,same,high,hyla,158.8
1123,17-Jul,45,5,late_low,late,low,hyla,216.9
1124,17-Jul,51,6,late_med,late,med,hyla,269.8
1125,17-Jul,56,6,late_high,late,high,hyla,225.3
1126,18-Jul,1,1,early_high,early,high,hyla,233.7
1127,18-Jul,10,1,cont_high,cont,high,hyla,208
1128,18-Jul,18,2,late_high,late,high,hyla,144.9
1129,18-Jul,19,2,late_low,late,low,hyla,222.9
1130,18-Jul,45,5,late_low,late,low,hyla,201.7
1131,19-Jul,1,1,early_high,early,high,hyla,202.4
1132,19-Jul,11,2,early_med,early,med,hyla,202.6
1133,19-Jul,11,2,early_med,early,med,hyla,217.9
1134,19-Jul,13,2,early_low,early,low,hyla,252.2
1135,19-Jul,13,2,early_low,early,low,hyla,303.9
1136,19-Jul,34,4,same_high,same,high,hyla,189.4
1137,19-Jul,34,4,same_high,same,high,hyla,161.2
1138,19-Jul,44,5,same_high,same,high,hyla,154.2
1139,19-Jul,54,6,same_high,same,high,hyla,159.5
1140,19-Jul,56,6,late_high,late,high,hyla,218.6
1141,20-Jul,10,1,cont_high,cont,high,hyla,162.9
1142,20-Jul,17,2,same_high,same,high,hyla,151.2
1143,20-Jul,43,5,same_med,same,med,hyla,177.8
1144,21-Jul,5,1,same_med,same,med,hyla,146.1
1145,21-Jul,7,1,late_high,late,high,hyla,159.2
1146,21-Jul,11,2,early_med,early,med,hyla,213.7
1147,21-Jul,11,2,early_med,early,med,hyla,225.8
1148,21-Jul,19,2,late_low,late,low,hyla,179.1
1149,21-Jul,21,3,same_med,same,med,hyla,229.9
1150,21-Jul,43,5,same_med,same,med,hyla,165.3
1151,21-Jul,43,5,same_med,same,med,hyla,212.7
1152,21-Jul,44,5,same_high,same,high,hyla,178.8
1153,21-Jul,45,5,late_low,late,low,hyla,272.2
1154,21-Jul,56,6,late_high,late,high,hyla,226.7
1155,21-Jul,56,6,late_high,late,high,hyla,256
1156,22-Jul,1,1,early_high,early,high,hyla,249.5
1157,22-Jul,14,2,same_med,same,med,hyla,191.6
1158,22-Jul,19,2,late_low,late,low,hyla,206.6
1159,22-Jul,19,2,late_low,late,low,hyla,206.3
1160,22-Jul,41,5,late_high,late,high,hyla,189.1
1161,24-Jul,1,1,early_high,early,high,hyla,204
1162,24-Jul,2,1,early_med,early,med,hyla,NA
1163,24-Jul,10,1,cont_high,cont,high,hyla,228.1
1164,24-Jul,13,2,early_low,early,low,hyla,382.1
1165,24-Jul,19,2,late_low,late,low,hyla,250.4
1166,24-Jul,34,4,same_high,same,high,hyla,NA
1167,24-Jul,59,6,late_low,late,low,hyla,239.9
1168,25-Jul,4,1,same_high,same,high,hyla,NA
1169,25-Jul,8,1,late_med,late,med,hyla,162.8
1170,25-Jul,11,2,early_med,early,med,hyla,271.5
1171,25-Jul,17,2,same_high,same,high,hyla,230.5
1172,25-Jul,28,3,late_high,late,high,hyla,NA
1173,26-Jul,1,1,early_high,early,high,hyla,208.9
1174,26-Jul,7,1,late_high,late,high,hyla,156.6
1175,26-Jul,7,1,late_high,late,high,hyla,194.7
1176,26-Jul,10,1,cont_high,cont,high,hyla,195.7
1177,26-Jul,17,2,same_high,same,high,hyla,188.1
1178,26-Jul,19,2,late_low,late,low,hyla,206.4
1179,26-Jul,19,2,late_low,late,low,hyla,275.5
1180,26-Jul,54,6,same_high,same,high,hyla,211.4
1181,26-Jul,56,6,late_high,late,high,hyla,295.9
1182,27-Jul,10,1,cont_high,cont,high,hyla,197.3
1183,27-Jul,19,2,late_low,late,low,hyla,274.9
1184,27-Jul,19,2,late_low,late,low,hyla,239.9
1185,27-Jul,27,3,late_med,late,med,hyla,211.3
1186,28-Jul,5,1,same_med,same,med,hyla,169.7
1187,28-Jul,11,2,early_med,early,med,hyla,NA
1188,28-Jul,11,2,early_med,early,med,hyla,236.1
1189,28-Jul,18,2,late_high,late,high,hyla,140.2
1190,28-Jul,19,2,late_low,late,low,hyla,212.5
1191,28-Jul,28,3,late_high,late,high,hyla,246.3
1192,28-Jul,36,4,late_high,late,high,hyla,205.2
1194,29-Jul,11,2,early_med,early,med,hyla,257.2
1195,29-Jul,14,2,same_med,same,med,hyla,233.9
1196,29-Jul,18,2,late_high,late,high,hyla,NA
1197,29-Jul,19,2,late_low,late,low,hyla,216.5
1198,30-Jul,4,1,same_high,same,high,hyla,NA
1199,30-Jul,9,1,late_low,late,low,hyla,215.1
1200,30-Jul,41,5,late_high,late,high,hyla,187.5
1201,30-Jul,56,6,late_high,late,high,hyla,267.3
1202,30-Jul,58,6,same_med,same,med,hyla,161.1
1203,31-Jul,1,1,early_high,early,high,hyla,249.1
1204,31-Jul,5,1,same_med,same,med,hyla,145.4
1205,31-Jul,11,2,early_med,early,med,hyla,209.6
1206,31-Jul,27,3,late_med,late,med,hyla,NA
1207,31-Jul,41,5,late_high,late,high,hyla,155.6
1209,1-Aug,1,1,early_high,early,high,hyla,220.3
1210,1-Aug,7,1,late_high,late,high,hyla,185.1
1211,1-Aug,11,2,early_med,early,med,hyla,269.8
1212,1-Aug,16,2,late_med,late,med,hyla,NA
1213,1-Aug,28,3,late_high,late,high,hyla,221.1
1214,1-Aug,41,5,late_high,late,high,hyla,201.6
1215,1-Aug,49,5,late_med,late,med,hyla,182.9
1216,2-Aug,2,1,early_med,early,med,hyla,211.8
1217,2-Aug,7,1,late_high,late,high,hyla,153.3
1218,2-Aug,8,1,late_med,late,med,hyla,207.2
1219,2-Aug,9,1,late_low,late,low,hyla,235.5
1220,2-Aug,11,2,early_med,early,med,hyla,326.6
1221,2-Aug,17,2,same_high,same,high,hyla,188.2
1222,2-Aug,19,2,late_low,late,low,hyla,NA
1223,2-Aug,19,2,late_low,late,low,hyla,282
1224,2-Aug,28,3,late_high,late,high,hyla,194.5
1225,2-Aug,47,5,same_low,same,low,hyla,246.6
1226,3-Aug,10,1,cont_high,cont,high,hyla,226.5
1227,3-Aug,11,2,early_med,early,med,hyla,384.5
1228,3-Aug,11,2,early_med,early,med,hyla,236.6
1229,3-Aug,13,2,early_low,early,low,hyla,307.1
1230,3-Aug,14,2,same_med,same,med,hyla,140.8
1231,3-Aug,18,2,late_high,late,high,hyla,230.7
1232,3-Aug,21,3,same_med,same,med,hyla,256
1233,3-Aug,56,6,late_high,late,high,hyla,293.6
1234,4-Aug,2,1,early_med,early,med,hyla,199.6
1235,4-Aug,9,1,late_low,late,low,hyla,251
1236,4-Aug,11,2,early_med,early,med,hyla,310.7
1237,4-Aug,14,2,same_med,same,med,hyla,218.4
1238,4-Aug,27,3,late_med,late,med,hyla,305.2
1239,4-Aug,35,4,same_med,same,med,hyla,184.6
1240,4-Aug,36,4,late_high,late,high,hyla,233.4
1241,4-Aug,36,4,late_high,late,high,hyla,229.1
1242,4-Aug,36,4,late_high,late,high,hyla,NA
1243,4-Aug,49,5,late_med,late,med,hyla,152.9
1244,4-Aug,49,5,late_med,late,med,hyla,210.5
1245,5-Aug,19,2,late_low,late,low,hyla,340.4
1246,5-Aug,35,4,same_med,same,med,hyla,276.7
1247,5-Aug,36,4,late_high,late,high,hyla,213.6
1249,6-Aug,1,1,early_high,early,high,hyla,263.3
1250,6-Aug,2,1,early_med,early,med,hyla,257.8
1251,6-Aug,5,1,same_med,same,med,hyla,180.2
1252,6-Aug,5,1,same_med,same,med,hyla,364.9
1253,6-Aug,6,1,same_low,same,low,hyla,212.6
1254,6-Aug,8,1,late_med,late,med,hyla,254.6
1255,6-Aug,8,1,late_med,late,med,hyla,222.1
1256,6-Aug,9,1,late_low,late,low,hyla,272.2
1257,6-Aug,15,2,early_high,early,high,hyla,181.5
1258,6-Aug,17,2,same_high,same,high,hyla,267.2
1259,6-Aug,35,4,same_med,same,med,hyla,209.1
1260,6-Aug,36,4,late_high,late,high,hyla,245.7
1261,6-Aug,36,4,late_high,late,high,hyla,253
1262,7-Aug,4,1,same_high,same,high,hyla,250.6
1263,7-Aug,9,1,late_low,late,low,hyla,258.3
1264,7-Aug,14,2,same_med,same,med,hyla,170.1
1265,7-Aug,14,2,same_med,same,med,hyla,236.5
1266,7-Aug,36,4,late_high,late,high,hyla,295.6
1267,7-Aug,56,6,late_high,late,high,hyla,320.7
1268,8-Aug,5,1,same_med,same,med,hyla,NA
1269,8-Aug,7,1,late_high,late,high,hyla,176.8
1270,8-Aug,8,1,late_med,late,med,hyla,255.2
1271,8-Aug,17,2,same_high,same,high,hyla,262.2
1272,8-Aug,18,2,late_high,late,high,hyla,275.4
1273,8-Aug,49,5,late_med,late,med,hyla,195.8
1274,8-Aug,56,6,late_high,late,high,hyla,248.8
1275,9-Aug,4,1,same_high,same,high,hyla,227.9
1276,9-Aug,7,1,late_high,late,high,hyla,196.5
1277,9-Aug,10,1,cont_high,cont,high,hyla,242.6
1278,9-Aug,12,2,same_low,same,low,hyla,232.8
1279,9-Aug,17,2,same_high,same,high,hyla,226.1
1280,9-Aug,27,3,late_med,late,med,hyla,280.3
1281,10-Aug,1,1,early_high,early,high,hyla,231.5
1282,10-Aug,2,1,early_med,early,med,hyla,214.5
1283,10-Aug,5,1,same_med,same,med,hyla,204.2
1284,10-Aug,5,1,same_med,same,med,hyla,183.6
1285,10-Aug,7,1,late_high,late,high,hyla,193.3
1286,10-Aug,8,1,late_med,late,med,hyla,234.1
1287,10-Aug,17,2,same_high,same,high,hyla,167.7
1288,10-Aug,49,5,late_med,late,med,hyla,188.3
1289,11-Aug,8,1,late_med,late,med,hyla,NA
1290,11-Aug,16,2,late_med,late,med,hyla,NA
1291,11-Aug,17,2,same_high,same,high,hyla,NA
1292,11-Aug,19,2,late_low,late,low,hyla,NA
1293,11-Aug,31,4,late_low,late,low,hyla,155
1294,11-Aug,36,4,late_high,late,high,hyla,190.3
1295,11-Aug,41,5,late_high,late,high,hyla,NA
1296,11-Aug,43,5,same_med,same,med,hyla,222.6
1297,11-Aug,49,5,late_med,late,med,hyla,NA
1298,11-Aug,49,5,late_med,late,med,hyla,164.6
1299,12-Aug,1,1,early_high,early,high,hyla,241.3
1300,12-Aug,9,1,late_low,late,low,hyla,158.5
1301,12-Aug,17,2,same_high,same,high,hyla,NA
1302,12-Aug,17,2,same_high,same,high,hyla,155.5
1303,12-Aug,19,2,late_low,late,low,hyla,285.4
1304,12-Aug,19,2,late_low,late,low,hyla,212.8
1305,12-Aug,31,4,late_low,late,low,hyla,224.2
1306,12-Aug,36,4,late_high,late,high,hyla,235.7
1307,12-Aug,36,4,late_high,late,high,hyla,230.7
1308,12-Aug,41,5,late_high,late,high,hyla,214.6
1309,13-Aug,1,1,early_high,early,high,hyla,318.6
1310,13-Aug,16,2,late_med,late,med,hyla,199
1311,13-Aug,31,4,late_low,late,low,hyla,201.2
1312,13-Aug,36,4,late_high,late,high,hyla,NA
1313,14-Aug,5,1,same_med,same,med,hyla,191.7
1314,14-Aug,17,2,same_high,same,high,hyla,184.3
1315,14-Aug,21,3,same_med,same,med,hyla,274.3
1316,14-Aug,36,4,late_high,late,high,hyla,NA
1317,15-Aug,8,1,late_med,late,med,hyla,208
1318,15-Aug,8,1,late_med,late,med,hyla,201.7
1319,15-Aug,9,1,late_low,late,low,hyla,196.3
1320,15-Aug,16,2,late_med,late,med,hyla,180
1321,15-Aug,23,3,late_low,late,low,hyla,231.7
1322,15-Aug,27,3,late_med,late,med,hyla,347.4
1323,15-Aug,38,4,early_med,early,med,hyla,269.2
1324,15-Aug,41,5,late_high,late,high,hyla,209.7
1325,15-Aug,41,5,late_high,late,high,hyla,189
1326,16-Aug,7,1,late_high,late,high,hyla,234.3
1327,16-Aug,9,1,late_low,late,low,hyla,182.5
1328,16-Aug,14,2,same_med,same,med,hyla,209.9
1329,16-Aug,14,2,same_med,same,med,hyla,231.9
1330,16-Aug,18,2,late_high,late,high,hyla,145.9
1331,16-Aug,31,4,late_low,late,low,hyla,239.1
1332,16-Aug,32,4,same_low,same,low,hyla,173.3
1333,16-Aug,49,5,late_med,late,med,hyla,155.3
1334,17-Aug,8,1,late_med,late,med,hyla,238
1335,17-Aug,8,1,late_med,late,med,hyla,268.6
1336,17-Aug,41,5,late_high,late,high,hyla,180.2
1337,17-Aug,49,5,late_med,late,med,hyla,164.4
1338,18-Aug,7,1,late_high,late,high,hyla,205.8
1339,18-Aug,8,1,late_med,late,med,hyla,193.7
1340,18-Aug,14,2,same_med,same,med,hyla,172.5
1341,18-Aug,39,4,late_med,late,med,hyla,149.4
1342,19-Aug,2,1,early_med,early,med,hyla,NA
1343,19-Aug,7,1,late_high,late,high,hyla,180.7
1344,19-Aug,7,1,late_high,late,high,hyla,209.6
1345,19-Aug,8,1,late_med,late,med,hyla,216.6
1346,19-Aug,49,5,late_med,late,med,hyla,228.5
1347,20-Aug,7,1,late_high,late,high,hyla,255
1348,20-Aug,41,5,late_high,late,high,hyla,195.4
1349,21-Aug,4,1,same_high,same,high,hyla,169.2
1350,21-Aug,4,1,same_high,same,high,hyla,166.8
1351,21-Aug,18,2,late_high,late,high,hyla,190.7
1352,21-Aug,19,2,late_low,late,low,hyla,NA
1353,21-Aug,19,2,late_low,late,low,hyla,210.2
1354,21-Aug,21,3,same_med,same,med,hyla,257
1355,21-Aug,22,3,same_high,same,high,hyla,167.7
1356,21-Aug,41,5,late_high,late,high,hyla,219.5
1357,22-Aug,31,4,late_low,late,low,hyla,182.9
1358,23-Aug,1,1,early_high,early,high,hyla,231.5
1359,23-Aug,15,2,early_high,early,high,hyla,NA
1360,23-Aug,49,5,late_med,late,med,hyla,NA
1363,26-Aug,4,1,same_high,same,high,hyla,211.7
1364,26-Aug,15,2,early_high,early,high,hyla,243
1365,26-Aug,31,4,late_low,late,low,hyla,247.7
1367,27-Aug,7,1,late_high,late,high,hyla,232.4
1368,27-Aug,21,3,same_med,same,med,hyla,211.4
1369,27-Aug,31,4,late_low,late,low,hyla,240.4
1370,28-Aug,8,1,late_med,late,med,hyla,NA
1371,29-Aug,5,1,same_med,same,med,hyla,201.8
1372,29-Aug,27,3,late_med,late,med,hyla,375
1373,29-Aug,27,3,late_med,late,med,hyla,NA
1374,29-Aug,41,5,late_high,late,high,hyla,244.4
1375,30-Aug,31,4,late_low,late,low,hyla,236
1376,31-Aug,1,1,early_high,early,high,hyla,186.6
1377,31-Aug,27,3,late_med,late,med,hyla,427
1378,1-Sep,31,4,late_low,late,low,hyla,231.1
1380,2-Sep,5,1,same_med,same,med,hyla,230.5
1381,2-Sep,8,1,late_med,late,med,hyla,205.4
1382,4-Sep,4,1,same_high,same,high,hyla,238.7
1383,4-Sep,8,1,late_med,late,med,hyla,239.8
1384,4-Sep,8,1,late_med,late,med,hyla,227.2
1385,4-Sep,15,2,early_high,early,high,hyla,240.6
1386,4-Sep,22,3,same_high,same,high,hyla,125.9
1387,4-Sep,28,3,late_high,late,high,hyla,178.3
1388,4-Sep,44,5,same_high,same,high,hyla,226.3
1389,5-Sep,4,1,same_high,same,high,hyla,192.1
1390,5-Sep,34,4,same_high,same,high,hyla,348.6
1391,6-Sep,4,1,same_high,same,high,hyla,233.7
1392,6-Sep,34,4,same_high,same,high,hyla,234.4
1393,6-Sep,59,6,late_low,late,low,hyla,217.8
1394,6-Sep,59,6,late_low,late,low,hyla,321.9
1395,7-Sep,23,3,late_low,late,low,hyla,226.8
1396,7-Sep,59,6,late_low,late,low,hyla,427.7
1397,10-Sep,16,2,late_med,late,med,hyla,212.7
1398,10-Sep,28,3,late_high,late,high,hyla,247.8
1399,10-Sep,36,4,late_high,late,high,hyla,218.3
1400,11-Sep,34,4,same_high,same,high,hyla,245
1401,11-Sep,54,6,same_high,same,high,hyla,179.4
1402,12-Sep,8,1,late_med,late,med,hyla,192.1
1403,12-Sep,49,5,late_med,late,med,hyla,198.2
1404,14-Sep,28,3,late_high,late,high,hyla,197.1
