"","tank","sync.x","block.x","trt.x","order.x","trt.y","order.y","sd","se","ci","cont","adj","biom_cont","emer_cont","emsd_cont","mass_cont","surv_cont","X","block.y","trt","order","sync.y","surv","biom","mass","emer","emsd","rana"
"182",41,"high",5,"late_high","late","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,41,5,"late_high","late","high",0.311111111111111,2690.78455034589,192.215384615385,112.428571428571,17.8313219912614,0.0666666666666667
"183",41,"high",5,"late_high","late","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,41,5,"late_high","late","high",0.311111111111111,2690.78455034589,192.215384615385,112.428571428571,17.8313219912614,0.0666666666666667
"184",41,"high",5,"late_high","late","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,41,5,"late_high","late","high",0.311111111111111,2690.78455034589,192.215384615385,112.428571428571,17.8313219912614,0.0666666666666667
"185",41,"high",5,"late_high","late","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,41,5,"late_high","late","high",0.311111111111111,2690.78455034589,192.215384615385,112.428571428571,17.8313219912614,0.0666666666666667
"186",42,"low",5,"early_low","early","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,42,5,"early_low","early","low",0.622222222222222,5493,196.178571428571,40.1071428571429,17.1557986864916,0
"187",42,"low",5,"early_low","early","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,42,5,"early_low","early","low",0.622222222222222,5493,196.178571428571,40.1071428571429,17.1557986864916,0
"188",42,"low",5,"early_low","early","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,42,5,"early_low","early","low",0.622222222222222,5493,196.178571428571,40.1071428571429,17.1557986864916,0
"189",42,"low",5,"early_low","early","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,42,5,"early_low","early","low",0.622222222222222,5493,196.178571428571,40.1071428571429,17.1557986864916,0
"190",42,"low",5,"early_low","early","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,42,5,"early_low","early","low",0.622222222222222,5493,196.178571428571,40.1071428571429,17.1557986864916,0
"191",43,"med",5,"same_med","same","cont_med","cont",45.8,6.1,12.3,197.4,0,NA,NA,NA,197.4,NA,43,5,"same_med","same","med",0.711111111111111,5965.16910069178,186.04,70.21875,26.8877407909015,0.7
"192",43,"med",5,"same_med","same","cont_med","cont",0.03,0.02,0.28,0.69,0,NA,NA,NA,NA,0.69,43,5,"same_med","same","med",0.711111111111111,5965.16910069178,186.04,70.21875,26.8877407909015,0.7
"193",43,"med",5,"same_med","same","cont_med","cont",1.3,0.9,11.9,16.9,0,NA,NA,16.9,NA,NA,43,5,"same_med","same","med",0.711111111111111,5965.16910069178,186.04,70.21875,26.8877407909015,0.7
"194",43,"med",5,"same_med","same","cont_med","cont",16.8,2.1,4.3,43.8,0,NA,43.8,NA,NA,NA,43,5,"same_med","same","med",0.711111111111111,5965.16910069178,186.04,70.21875,26.8877407909015,0.7
"195",43,"med",5,"same_med","same","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,43,5,"same_med","same","med",0.711111111111111,5965.16910069178,186.04,70.21875,26.8877407909015,0.7
"196",44,"high",5,"same_high","same","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,44,5,"same_high","same","high",0.444444444444444,3543.08455034589,176.373684210526,77.8,23.9354394811939,0.133333333333333
"197",44,"high",5,"same_high","same","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,44,5,"same_high","same","high",0.444444444444444,3543.08455034589,176.373684210526,77.8,23.9354394811939,0.133333333333333
"198",44,"high",5,"same_high","same","cont_high","cont",0.22,0.16,1.98,0.62,0,NA,NA,NA,NA,0.62,44,5,"same_high","same","high",0.444444444444444,3543.08455034589,176.373684210526,77.8,23.9354394811939,0.133333333333333
"199",44,"high",5,"same_high","same","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,44,5,"same_high","same","high",0.444444444444444,3543.08455034589,176.373684210526,77.8,23.9354394811939,0.133333333333333
"200",44,"high",5,"same_high","same","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,44,5,"same_high","same","high",0.444444444444444,3543.08455034589,176.373684210526,77.8,23.9354394811939,0.133333333333333
"201",45,"low",5,"late_low","late","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,45,5,"late_low","late","low",0.577777777777778,5031.9,193.534615384615,73.5,21.7499425286597,0.0666666666666667
"202",45,"low",5,"late_low","late","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,45,5,"late_low","late","low",0.577777777777778,5031.9,193.534615384615,73.5,21.7499425286597,0.0666666666666667
"203",45,"low",5,"late_low","late","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,45,5,"late_low","late","low",0.577777777777778,5031.9,193.534615384615,73.5,21.7499425286597,0.0666666666666667
"204",45,"low",5,"late_low","late","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,45,5,"late_low","late","low",0.577777777777778,5031.9,193.534615384615,73.5,21.7499425286597,0.0666666666666667
"205",45,"low",5,"late_low","late","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,45,5,"late_low","late","low",0.577777777777778,5031.9,193.534615384615,73.5,21.7499425286597,0.0666666666666667
"206",46,"high",5,"early_high","early","cont_high","cont",0.22,0.16,1.98,0.62,0,NA,NA,NA,NA,0.62,46,5,"early_high","early","high",0.622222222222222,4887.08455034589,173.892592592593,44.1428571428571,15.9622570707795,0
"207",46,"high",5,"early_high","early","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,46,5,"early_high","early","high",0.622222222222222,4887.08455034589,173.892592592593,44.1428571428571,15.9622570707795,0
"208",46,"high",5,"early_high","early","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,46,5,"early_high","early","high",0.622222222222222,4887.08455034589,173.892592592593,44.1428571428571,15.9622570707795,0
"209",46,"high",5,"early_high","early","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,46,5,"early_high","early","high",0.622222222222222,4887.08455034589,173.892592592593,44.1428571428571,15.9622570707795,0
"210",46,"high",5,"early_high","early","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,46,5,"early_high","early","high",0.622222222222222,4887.08455034589,173.892592592593,44.1428571428571,15.9622570707795,0
"211",47,"low",5,"same_low","same","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,47,5,"same_low","same","low",0.511111111111111,4153.78455034589,180.081818181818,49.6086956521739,23.7098735291186,0.166666666666667
"212",47,"low",5,"same_low","same","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,47,5,"same_low","same","low",0.511111111111111,4153.78455034589,180.081818181818,49.6086956521739,23.7098735291186,0.166666666666667
"213",47,"low",5,"same_low","same","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,47,5,"same_low","same","low",0.511111111111111,4153.78455034589,180.081818181818,49.6086956521739,23.7098735291186,0.166666666666667
"214",47,"low",5,"same_low","same","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,47,5,"same_low","same","low",0.511111111111111,4153.78455034589,180.081818181818,49.6086956521739,23.7098735291186,0.166666666666667
"215",47,"low",5,"same_low","same","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,47,5,"same_low","same","low",0.511111111111111,4153.78455034589,180.081818181818,49.6086956521739,23.7098735291186,0.166666666666667
"216",48,"med",5,"early_med","early","cont_med","cont",45.8,6.1,12.3,197.4,0,NA,NA,NA,197.4,NA,48,5,"early_med","early","med",0.622222222222222,5804.4,207.3,38.6428571428571,15.5806486949874,0.566666666666667
"217",48,"med",5,"early_med","early","cont_med","cont",1.3,0.9,11.9,16.9,0,NA,NA,16.9,NA,NA,48,5,"early_med","early","med",0.622222222222222,5804.4,207.3,38.6428571428571,15.5806486949874,0.566666666666667
"218",48,"med",5,"early_med","early","cont_med","cont",16.8,2.1,4.3,43.8,0,NA,43.8,NA,NA,NA,48,5,"early_med","early","med",0.622222222222222,5804.4,207.3,38.6428571428571,15.5806486949874,0.566666666666667
"219",48,"med",5,"early_med","early","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,48,5,"early_med","early","med",0.622222222222222,5804.4,207.3,38.6428571428571,15.5806486949874,0.566666666666667
"220",48,"med",5,"early_med","early","cont_med","cont",0.03,0.02,0.28,0.69,0,NA,NA,NA,NA,0.69,48,5,"early_med","early","med",0.622222222222222,5804.4,207.3,38.6428571428571,15.5806486949874,0.566666666666667
"221",49,"med",5,"late_med","late","cont_med","cont",0.03,0.02,0.28,0.69,0,NA,NA,NA,NA,0.69,49,5,"late_med","late","med",0.311111111111111,2520.96910069178,178.083333333333,115.714285714286,16.8633812260064,0.233333333333333
"222",49,"med",5,"late_med","late","cont_med","cont",1.3,0.9,11.9,16.9,0,NA,NA,16.9,NA,NA,49,5,"late_med","late","med",0.311111111111111,2520.96910069178,178.083333333333,115.714285714286,16.8633812260064,0.233333333333333
"223",49,"med",5,"late_med","late","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,49,5,"late_med","late","med",0.311111111111111,2520.96910069178,178.083333333333,115.714285714286,16.8633812260064,0.233333333333333
"224",49,"med",5,"late_med","late","cont_med","cont",45.8,6.1,12.3,197.4,0,NA,NA,NA,197.4,NA,49,5,"late_med","late","med",0.311111111111111,2520.96910069178,178.083333333333,115.714285714286,16.8633812260064,0.233333333333333
"225",49,"med",5,"late_med","late","cont_med","cont",16.8,2.1,4.3,43.8,0,NA,43.8,NA,NA,NA,49,5,"late_med","late","med",0.311111111111111,2520.96910069178,178.083333333333,115.714285714286,16.8633812260064,0.233333333333333
"226",51,"med",6,"late_med","late","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,51,6,"late_med","late","med",0.444444444444444,3948.18455034589,197.694736842105,60.35,19.9242644980806,0.0666666666666667
"227",51,"med",6,"late_med","late","cont_med","cont",45.8,6.1,12.3,197.4,0,NA,NA,NA,197.4,NA,51,6,"late_med","late","med",0.444444444444444,3948.18455034589,197.694736842105,60.35,19.9242644980806,0.0666666666666667
"228",51,"med",6,"late_med","late","cont_med","cont",1.3,0.9,11.9,16.9,0,NA,NA,16.9,NA,NA,51,6,"late_med","late","med",0.444444444444444,3948.18455034589,197.694736842105,60.35,19.9242644980806,0.0666666666666667
"229",51,"med",6,"late_med","late","cont_med","cont",16.8,2.1,4.3,43.8,0,NA,43.8,NA,NA,NA,51,6,"late_med","late","med",0.444444444444444,3948.18455034589,197.694736842105,60.35,19.9242644980806,0.0666666666666667
"230",51,"med",6,"late_med","late","cont_med","cont",0.03,0.02,0.28,0.69,0,NA,NA,NA,NA,0.69,51,6,"late_med","late","med",0.444444444444444,3948.18455034589,197.694736842105,60.35,19.9242644980806,0.0666666666666667
"231",52,"high",6,"early_high","early","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,52,6,"early_high","early","high",0.555555555555556,4256.83820138355,166.138095238095,48,18.3620986454889,0.266666666666667
"232",52,"high",6,"early_high","early","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,52,6,"early_high","early","high",0.555555555555556,4256.83820138355,166.138095238095,48,18.3620986454889,0.266666666666667
"233",52,"high",6,"early_high","early","cont_high","cont",0.22,0.16,1.98,0.62,0,NA,NA,NA,NA,0.62,52,6,"early_high","early","high",0.555555555555556,4256.83820138355,166.138095238095,48,18.3620986454889,0.266666666666667
"234",52,"high",6,"early_high","early","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,52,6,"early_high","early","high",0.555555555555556,4256.83820138355,166.138095238095,48,18.3620986454889,0.266666666666667
"235",52,"high",6,"early_high","early","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,52,6,"early_high","early","high",0.555555555555556,4256.83820138355,166.138095238095,48,18.3620986454889,0.266666666666667
"236",53,"med",6,"early_med","early","cont_med","cont",45.8,6.1,12.3,197.4,0,NA,NA,NA,197.4,NA,53,6,"early_med","early","med",0.777777777777778,6642.48455034589,189.720588235294,48.9428571428571,19.7229977096653,0.333333333333333
"237",53,"med",6,"early_med","early","cont_med","cont",0.03,0.02,0.28,0.69,0,NA,NA,NA,NA,0.69,53,6,"early_med","early","med",0.777777777777778,6642.48455034589,189.720588235294,48.9428571428571,19.7229977096653,0.333333333333333
"238",53,"med",6,"early_med","early","cont_med","cont",1.3,0.9,11.9,16.9,0,NA,NA,16.9,NA,NA,53,6,"early_med","early","med",0.777777777777778,6642.48455034589,189.720588235294,48.9428571428571,19.7229977096653,0.333333333333333
"239",53,"med",6,"early_med","early","cont_med","cont",16.8,2.1,4.3,43.8,0,NA,43.8,NA,NA,NA,53,6,"early_med","early","med",0.777777777777778,6642.48455034589,189.720588235294,48.9428571428571,19.7229977096653,0.333333333333333
"240",53,"med",6,"early_med","early","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,53,6,"early_med","early","med",0.777777777777778,6642.48455034589,189.720588235294,48.9428571428571,19.7229977096653,0.333333333333333
"241",54,"high",6,"same_high","same","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"242",54,"high",6,"same_high","same","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"243",54,"high",6,"same_high","same","cont_high","cont",0.22,0.16,1.98,0.62,0,NA,NA,NA,NA,0.62,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"244",54,"high",6,"same_high","same","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"245",54,"high",6,"same_high","same","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"246",55,"low",6,"early_low","early","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"247",55,"low",6,"early_low","early","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"248",55,"low",6,"early_low","early","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"249",55,"low",6,"early_low","early","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"250",55,"low",6,"early_low","early","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"251",56,"high",6,"late_high","late","cont_high","cont",0.22,0.16,1.98,0.62,0,NA,NA,NA,NA,0.62,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"252",56,"high",6,"late_high","late","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"253",56,"high",6,"late_high","late","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"254",56,"high",6,"late_high","late","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"255",56,"high",6,"late_high","late","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"256",57,"low",6,"same_low","same","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"257",57,"low",6,"same_low","same","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"258",57,"low",6,"same_low","same","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"259",57,"low",6,"same_low","same","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"260",57,"low",6,"same_low","same","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"261",58,"med",6,"same_med","same","cont_med","cont",0.03,0.02,0.28,0.69,0,NA,NA,NA,NA,0.69,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"262",58,"med",6,"same_med","same","cont_med","cont",1.3,0.9,11.9,16.9,0,NA,NA,16.9,NA,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"263",58,"med",6,"same_med","same","cont_med","cont",16.8,2.1,4.3,43.8,0,NA,43.8,NA,NA,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"264",58,"med",6,"same_med","same","cont_med","cont",45.8,6.1,12.3,197.4,0,NA,NA,NA,197.4,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"265",58,"med",6,"same_med","same","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"266",59,"low",6,"late_low","late","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"267",59,"low",6,"late_low","late","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"268",59,"low",6,"late_low","late","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"269",59,"low",6,"late_low","late","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"270",59,"low",6,"late_low","late","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
